Building,Neighbourhood,Address,City,Listing,Bed,Bath,SqFt,Unit Amenities,Building Amenities,Pets,Price,Latitude,Longitude,Date,Url
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,914 SQFT,"Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,280",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"2 beds, 1 bath",2 Bedrooms,1 Bathroom,952 SQFT,"Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,380",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,991 SQFT,"Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,400",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,005 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,540",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,058 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,590",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,058 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,590",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,058 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,590",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,058 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,615",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,093 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,680",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,093 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,680",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,093 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,680",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,093 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,680",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,093 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,705",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,081 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,720",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,058 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,740",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,110 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,750",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,110 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,750",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,110 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,750",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,108 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,765",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,108 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,765",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,108 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,765",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,110 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,775",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,108 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,790",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Cité L,Saint,"8205 Av Du Cirque, Montréal, QC H1Z 0B5",Montréal,"3 beds, 2 baths",3 Bedrooms,2 Bathrooms,"1,193 SQFT","Air Conditioning, Balcony, Central Heat, Dishwasher, Hardwood Floor, In Unit Laundry, On Site Laundry, Walk In Closets","Business Center, Controlled Access, Elevator, Fitness Center, Garage Parking, On Site Laundry, Onsite Management, Outdoor Space, Residents Lounge, Storage, Wheelchair Accessible",Dogs & Cats,"$2,790",45.56148451200157,-73.6140321760005,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p798986/cite-l'acrobate-inc-apartments-at-8205-av-du-cirque-montreal-qc-h1z-0b5
Finale Residences,Quartier Ville,"950 Rue Saint-Antoine O, Montréal, QC H3C 1A8",Montréal,Studio,Studios,1 Bathroom,,"Assigned Parking, Central Heat, Dishwasher","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$1,420",45.49825632624425,-73.56497817395474,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p1060410/finale-residences-apartments-at-950-rue-saint-antoine-o-montreal-qc-h3c-1a8
Finale Residences,Quartier Ville,"950 Rue Saint-Antoine O, Montréal, QC H3C 1A8",Montréal,1 Bedroom,1 Bedrooms,1 Bathroom,,"Assigned Parking, Central Heat, Dishwasher","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$1,650",45.49825632624425,-73.56497817395474,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p1060410/finale-residences-apartments-at-950-rue-saint-antoine-o-montreal-qc-h3c-1a8
Finale Residences,Quartier Ville,"950 Rue Saint-Antoine O, Montréal, QC H3C 1A8",Montréal,1 Bedroom + Den,1 Bedrooms,1 Bathroom,,"Assigned Parking, Central Heat, Dishwasher","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$1,970",45.49825632624425,-73.56497817395474,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p1060410/finale-residences-apartments-at-950-rue-saint-antoine-o-montreal-qc-h3c-1a8
Finale Residences,Quartier Ville,"950 Rue Saint-Antoine O, Montréal, QC H3C 1A8",Montréal,2 Bedroom,2 Bedrooms,1 Bathroom,,"Assigned Parking, Central Heat, Dishwasher","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$2,155",45.49825632624425,-73.56497817395474,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p1060410/finale-residences-apartments-at-950-rue-saint-antoine-o-montreal-qc-h3c-1a8
Finale Residences,Quartier Ville,"950 Rue Saint-Antoine O, Montréal, QC H3C 1A8",Montréal,2 Bedroom 2 Bath,2 Bedrooms,2 Bathrooms,,"Assigned Parking, Central Heat, Dishwasher","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$2,615",45.49825632624425,-73.56497817395474,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p1060410/finale-residences-apartments-at-950-rue-saint-antoine-o-montreal-qc-h3c-1a8
Finale Residences,Quartier Ville,"950 Rue Saint-Antoine O, Montréal, QC H3C 1A8",Montréal,Penthouse 2 Bedroom,2 Bedrooms,2 Bathrooms,,"Assigned Parking, Central Heat, Dishwasher","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$4,200",45.49825632624425,-73.56497817395474,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p1060410/finale-residences-apartments-at-950-rue-saint-antoine-o-montreal-qc-h3c-1a8
Finale Residences,Quartier Ville,"950 Rue Saint-Antoine O, Montréal, QC H3C 1A8",Montréal,3 Bedroom,3 Bedrooms,2 Bathrooms,,"Assigned Parking, Central Heat, Dishwasher","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$3,440",45.49825632624425,-73.56497817395474,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p1060410/finale-residences-apartments-at-950-rue-saint-antoine-o-montreal-qc-h3c-1a8
Finale Residences,Quartier Ville,"950 Rue Saint-Antoine O, Montréal, QC H3C 1A8",Montréal,Penthouse 3 Bedroom,3 Bedrooms,2 Bathrooms,,"Assigned Parking, Central Heat, Dishwasher","Concierge Service, Elevator, Fitness Center, Garage Parking, Onsite Management, Outdoor Space, Residents Lounge, Swimming Pool, Wheelchair Accessible",Dogs & Cats,"$5,270",45.49825632624425,-73.56497817395474,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p1060410/finale-residences-apartments-at-950-rue-saint-antoine-o-montreal-qc-h3c-1a8
Serein,Marie,"5050 Boul De L'Assomption, Montréal, QC H1T 0A5",Montréal,1 Bedroom 1 Bathroom,1 Bedrooms,1 Bathroom,652 SQFT,"Air Conditioning, Balcony, Dishwasher, In Unit Laundry, On Site Laundry","Controlled Access, Elevator, Fitness Center, On Site Laundry, Residents Lounge, Swimming Pool",Cats,"$1,907—$1,928",45.571501785200425,-73.5544308146947,2024-05-07 00:32:23.774,https://www.padmapper.com/buildings/p902511/serein-apartments-at-5050-boul-de-l'assomption-montreal-qc-h1t-0a5
